Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,69.599998,76.25,69.099998,74.599998,74.599998,112677273
2020-04-13,76,77.599998,72.699997,74.25,74.25,70409900
2020-04-15,75.400002,78.699997,71.949997,72.900002,72.900002,81121081
2020-04-16,71.75,75.400002,71,74.650002,74.650002,47910164
2020-04-17,78.300003,78.300003,74.699997,76.849998,76.849998,58333485
2020-04-20,76.849998,83.400002,75.5,80.449997,80.449997,125425355
2020-04-21,78,78,74,74.650002,74.650002,58248325
2020-04-22,74.449997,76.550003,72.550003,75.900002,75.900002,56529293
2020-04-23,76.75,78.650002,75.400002,75.650002,75.650002,50366856
2020-04-24,75,76.900002,74,74.199997,74.199997,40047438
2020-04-27,75.900002,76.199997,74.800003,75.25,75.25,27835340
2020-04-28,75.650002,78.199997,75.199997,76.949997,76.949997,34825405
2020-04-29,77.449997,79.300003,76.550003,78.150002,78.150002,40784783
2020-04-30,85.949997,93.75,85.949997,93.25,93.25,170634033
2020-05-04,87,87.199997,81.5,83.900002,83.900002,91159477
2020-05-05,86,86.800003,80.400002,80.900002,80.900002,57122148
2020-05-06,81.550003,83.949997,80.349998,83.199997,83.199997,53739248
2020-05-07,82.900002,84.650002,82.099998,82.5,82.5,31159970
2020-05-08,84.5,84.949997,80.550003,81.050003,81.050003,35362751
2020-05-11,81.449997,90.650002,81.400002,86.099998,86.099998,152588401
2020-05-12,85.949997,87.699997,83.5,86.199997,86.199997,77551590
2020-05-13,92.5,92.5,86.25,87.199997,87.199997,68086031
2020-05-14,83.949997,85.300003,82.550003,83.800003,83.800003,46340453
2020-05-15,84.699997,85.349998,82.800003,84.349998,84.349998,38592209
2020-05-18,84.5,84.5,79.599998,80.650002,80.650002,44221170
2020-05-19,82.5,85.650002,81.5,81.800003,81.800003,65378983
2020-05-20,81.25,84.400002,80.699997,83.449997,83.449997,36351053
2020-05-21,83.099998,85.199997,82.900002,84.099998,84.099998,37290144
2020-05-22,83.400002,83.900002,82,82.800003,82.800003,29252676
2020-05-26,83.900002,85.699997,82.599998,83.099998,83.099998,38014864
2020-05-27,84.099998,86,84,84.550003,84.550003,57947903
2020-05-28,86,88.150002,84.550003,87,87,96179680
2020-05-29,85.550003,87.5,84.650002,87,87,80813537
2020-06-01,88.900002,91.199997,88,89.550003,89.550003,71070852
2020-06-02,90,97.300003,89.75,96.5,96.5,125407771
2020-06-03,100,101.449997,97.400002,98.75,98.75,90598067
2020-06-04,99,101.400002,96.800003,98.5,98.5,72078707
2020-06-05,100.449997,112.449997,99.050003,110.75,110.75,187209208
2020-06-08,114,119.150002,113.349998,115.449997,115.449997,136943010
2020-06-09,117.449997,117.900002,110.25,111.449997,111.449997,79473751
2020-06-10,111,113,108.5,111.400002,111.400002,84038431
2020-06-11,109.900002,111.150002,105,106.150002,106.150002,55485897
2020-06-12,98,106.25,98,105.300003,105.300003,92989560
2020-06-15,104.650002,104.650002,100.050003,100.5,100.5,69318356
2020-06-16,102,103.5,92,94.75,94.75,215476711
2020-06-17,93,96.400002,91.800003,95.400002,95.400002,110830038
2020-06-18,95,97.199997,94.150002,96.349998,96.349998,58964344
2020-06-19,96.5,103.900002,95.599998,102.5,102.5,135462757
2020-06-22,102.349998,104.900002,101,102.650002,102.650002,68545834
2020-06-23,103,106,101.900002,104.400002,104.400002,68638552
2020-06-24,105.25,110.800003,104.199997,104.800003,104.800003,125457492
2020-06-25,103.849998,106.300003,101.650002,103.800003,103.800003,63198285
2020-06-26,105.400002,106.050003,100.349998,101.400002,101.400002,56327855
2020-06-29,101.400002,101.400002,98.050003,99.449997,99.449997,43274006
2020-06-30,101.75,102.300003,97.300003,98.25,98.25,50764363
2020-07-01,99,101.449997,98.199997,100.75,100.75,50857376
2020-07-02,100.75,102.949997,100.400002,101.550003,101.550003,48083736
2020-07-03,102.849998,106.349998,102.099998,103.449997,103.449997,87310642
2020-07-06,105,109.900002,104.5,109,109,91970198
2020-07-07,109.800003,112.599998,108.050003,109.050003,109.050003,85835716
2020-07-08,109.5,110.849998,104.199997,105.349998,105.349998,55887256
2020-07-09,106.300003,108.949997,104.650002,106.949997,106.949997,54492650
2020-07-10,106.699997,108.599998,105.400002,107.599998,107.599998,64694173
2020-07-13,108.849998,112.099998,106.849998,108,108,81893001
2020-07-14,106.900002,107.550003,104.099998,105.150002,105.150002,46924623
2020-07-15,106.800003,106.800003,102.5,103.199997,103.199997,49687046
2020-07-16,103.949997,103.949997,100.599998,102.949997,102.949997,44333785
2020-07-17,103.650002,106.949997,103.300003,106.400002,106.400002,42080157
2020-07-20,106.349998,106.349998,103.849998,105.050003,105.050003,39786731
2020-07-21,106,109.699997,105.5,108.449997,108.449997,66008143
2020-07-22,108.5,109.75,104.25,105.150002,105.150002,50735592
2020-07-23,105.449997,106.449997,104.699997,106.050003,106.050003,30722413
2020-07-24,104.699997,105.5,102.699997,103.75,103.75,39363520
2020-07-27,104,104.5,101.300003,101.699997,101.699997,29644533
2020-07-28,102.300003,107.199997,102,106.449997,106.449997,64271161
2020-07-29,108.099998,108.75,104.849998,105.75,105.75,44561639
2020-07-30,106.400002,106.75,102.849998,103.650002,103.650002,33378340
2020-07-31,104,105.400002,102.300003,104.650002,104.650002,33809018
2020-08-03,103,114.400002,102.900002,113.050003,113.050003,194765344
2020-08-04,112.949997,115.099998,110.800003,111.449997,111.449997,95906477
2020-08-05,112.400002,117.650002,112,115.400002,115.400002,99371050
2020-08-06,116.199997,117.699997,115.5,116.800003,116.800003,60092530
2020-08-07,117,119.699997,116,119.099998,119.099998,56489390
2020-08-10,119.949997,124.699997,119.699997,123.849998,123.849998,71093810
2020-08-11,125,125.800003,121.400002,122.300003,122.300003,50224665
2020-08-12,121,126.400002,120.599998,125.349998,125.349998,50713617
2020-08-13,126.099998,131.899994,124.400002,131.149994,131.149994,95489249
2020-08-14,131.149994,132.649994,123.699997,124.599998,124.599998,75032834
2020-08-17,124.5,126.25,120.599998,123.550003,123.550003,61154250
2020-08-18,124,127.5,123.599998,125.599998,125.599998,62153763
2020-08-19,127,127.599998,124.75,125.150002,125.150002,45128613
